Date,PETR4.SA,WEGE3.SA,ABEV3.SA,VALE3.SA
2000-01-03,1.5486706495285034,0.12067440152168274,,1.5319546461105347
2000-01-04,1.4629991054534912,0.1164395660161972,,1.4954792261123657
2000-01-05,1.4482378959655762,0.1164395660161972,0.2903510332107544,1.4954792261123657
2000-01-06,1.4432295560836792,0.1058540791273117,0.27563291788101196,1.4954792261123657
2000-01-07,1.449819564819336,0.1058540791273117,0.27563291788101196,1.55019211769104
2000-01-10,1.4796062707901,0.1058540791273117,0.27563291788101196,1.6778546571731567
2000-01-11,1.4432295560836792,0.1058540791273117,0.27563291788101196,1.681502103805542
2000-01-12,1.4453380107879639,0.1079714447259903,0.26828327775001526,1.6979161500930786
2000-01-13,1.403688669204712,0.11008887737989426,0.2701205611228943,1.7544525861740112
2000-01-14,1.4234594106674194,0.1164395660161972,0.27563291788101196,1.7872802019119263
2000-01-17,1.4071153402328491,0.11220551282167435,0.29402562975883484,1.823755145072937
2000-01-18,1.413705825805664,0.1058540791273117,0.29402562975883484,1.769042730331421
2000-01-19,1.403688669204712,0.11326459050178528,0.29402562975883484,1.7617478370666504
2000-01-20,1.400525450706482,0.11432290077209473,0.29402562975883484,1.7508056163787842
2000-01-21,1.3707380294799805,0.11114723980426788,0.29402562975883484,1.7143298387527466
2000-01-24,1.3609848022460938,0.10902976244688034,0.29402562975883484,1.7508056163787842
2000-01-25,1.3609848022460938,0.10902976244688034,0.29402562975883484,1.7508056163787842
2000-01-26,1.3773279190063477,0.1164395660161972,0.2921883463859558,1.7362147569656372
2000-01-27,1.3675744533538818,0.11749858409166336,0.27932631969451904,1.7508056163787842
2000-01-28,1.3675744533538818,0.11855701357126236,0.27932631969451904,1.7508056163787842
2000-01-31,1.3446415662765503,0.1164395660161972,0.27932631969451904,1.7508056163787842
2000-02-01,1.3707380294799805,0.11855701357126236,0.27932631969451904,1.7143298387527466
2000-02-02,1.3970983028411865,0.11855701357126236,0.27932631969451904,1.6413798332214355
2000-02-03,1.4366390705108643,0.11855701357126236,0.27932631969451904,1.6413798332214355
2000-02-04,1.4730159044265747,0.11855701357126236,0.2609331011772156,1.7033871412277222
2000-02-07,1.482769250869751,0.11855701357126236,0.2609331011772156,1.7872802019119263
2000-02-08,1.515720248222351,0.11855701357126236,0.2609331011772156,1.8912338018417358
2000-02-09,1.482769250869751,0.11855701357126236,0.2903510332107544,1.8602304458618164
2000-02-10,1.4400657415390015,0.1164395660161972,0.2903510332107544,1.7508056163787842
2000-02-11,1.3939354419708252,0.1196153312921524,0.27932631969451904,1.6592519283294678
2000-02-14,1.3741649389266968,0.1196153312921524,0.27932631969451904,1.6377321481704712
2000-02-15,1.400525450706482,0.1058540791273117,0.27932631969451904,1.6778546571731567
2000-02-16,1.512557029724121,0.1058540791273117,0.27932631969451904,1.6778546571731567
2000-02-17,1.4993767738342285,0.1058540791273117,0.27932631969451904,1.6413798332214355
2000-02-18,1.4664266109466553,0.1058540791273117,0.28667598962783813,1.6413798332214355
2000-02-21,1.4629991054534912,0.1058540791273117,0.28667598962783813,1.6413798332214355
2000-02-22,1.4564096927642822,0.1058540791273117,0.2704918086528778,1.6049048900604248
2000-02-23,1.4664266109466553,0.1058540791273117,0.27563291788101196,1.6413798332214355
2000-02-24,1.5059669017791748,0.1058540791273117,0.2719578146934509,1.623141884803772
2000-02-25,1.5455073118209839,0.1058540791273117,0.2646081745624542,1.6049048900604248
2000-02-28,1.515720248222351,0.1058540791273117,0.2646081745624542,1.5684294700622559
2000-02-29,1.5223100185394287,0.1058540791273117,0.2609331011772156,1.4881848096847534
2000-03-01,1.5486706495285034,0.1058540791273117,0.2609331011772156,1.4954792261123657
2000-03-02,1.5389169454574585,0.1058540791273117,0.2609331011772156,1.4582743644714355
2000-03-03,1.5916377305984497,0.1058540791273117,0.2859334647655487,1.4404017925262451
2000-03-06,1.5916377305984497,0.1058540791273117,0.2859334647655487,1.4404017925262451
2000-03-07,1.5916377305984497,0.1058540791273117,0.2859334647655487,1.4404017925262451
2000-03-08,1.6293326616287231,0.1058540791273117,0.2859334647655487,1.4484262466430664
2000-03-09,1.6867990493774414,0.1058540791273117,0.29402562975883484,1.4188815355300903
2000-03-10,1.637768268585205,0.1058540791273117,0.29402562975883484,1.3860536813735962
2000-03-13,1.637768268585205,0.1058540791273117,0.29402562975883484,1.3860536813735962
2000-03-14,1.5323268175125122,0.1058540791273117,0.27563291788101196,1.3131040334701538
2000-03-15,1.552097201347351,0.1058540791273117,0.27563291788101196,1.3131040334701538
2000-03-16,1.561850905418396,0.1058540791273117,0.27932631969451904,1.334989070892334
2000-03-17,1.5455073118209839,0.1058540791273117,0.27932631969451904,1.3236815929412842
2000-03-20,1.4993767738342285,0.1058540791273117,0.27932631969451904,1.2401535511016846
2000-03-21,1.5289006233215332,0.1058540791273117,0.27932631969451904,1.278816819190979
2000-03-22,1.5325905084609985,0.1058540791273117,0.2903510332107544,1.302161693572998
2000-03-23,1.5323268175125122,0.1058540791273117,0.301375150680542,1.3313413858413696
2000-03-24,1.5323268175125122,0.1058540791273117,0.31019142270088196,1.4042913913726807
2000-03-27,1.6475220918655396,0.1058540791273117,0.3160748779773712,1.440766453742981
2000-03-28,1.5784574747085571,0.1058540791273117,0.3160748779773712,1.3969961404800415
2000-03-29,1.571867823600769,0.1058540791273117,0.3160748779773712,1.4232585430145264
2000-03-30,1.5354901552200317,0.1058540791273117,0.33077412843704224,1.4217994213104248
2000-03-31,1.5552606582641602,0.1058540791273117,0.3381238877773285,1.459004282951355
2000-04-03,1.5420798063278198,0.1058540791273117,0.33628639578819275,1.4954792261123657
2000-04-04,1.5339083671569824,0.1058540791273117,0.3344491422176361,1.4225287437438965
2000-04-05,1.598228931427002,0.1058540791273117,0.3454739451408386,1.477242112159729
2000-04-06,1.6211614608764648,0.1058540791273117,0.34914839267730713,1.4954792261123657
2000-04-07,1.631178855895996,0.1058540791273117,0.35649794340133667,1.477242112159729
2000-04-10,1.5948015451431274,0.1058540791273117,0.36678028106689453,1.4579099416732788
2000-04-11,1.5552606582641602,0.1058540791273117,0.3638482093811035,1.457545518875122
2000-04-12,1.5913742780685425,0.1058540791273117,0.3638482093811035,1.457545518875122
2000-04-13,1.5552606582641602,0.1058540791273117,0.3638482093811035,1.4225287437438965
2000-04-14,1.5552606582641602,0.1058540791273117,0.33077412843704224,1.349578857421875
2000-04-17,1.3839184045791626,0.1058540791273117,0.33077412843704224,1.3131040334701538
2000-04-18,1.426885962486267,0.1058540791273117,0.33077412843704224,1.3131040334701538
2000-04-19,1.341214656829834,0.1058540791273117,0.33077412843704224,1.2802765369415283
2000-04-20,1.3443779945373535,0.1058540791273117,0.33077412843704224,1.3441075086593628
2000-04-21,1.3443779945373535,0.1058540791273117,0.33077412843704224,1.3441075086593628
2000-04-24,1.3180174827575684,0.1058540791273117,0.33077412843704224,1.3313413858413696
2000-04-25,1.4366390705108643,0.1058540791273117,0.33077412843704224,1.3856890201568604
2000-04-26,1.4152876138687134,0.1058540791273117,0.33077412843704224,1.4553569555282593
2000-04-27,1.416868805885315,0.1058540791273117,0.3381238877773285,1.415234088897705
2000-04-28,1.4171323776245117,0.1058540791273117,0.34914839267730713,1.459004282951355
2000-05-01,1.4171323776245117,0.1058540791273117,0.34914839267730713,1.459004282951355
2000-05-02,1.4514013528823853,0.1058540791273117,0.34914839267730713,1.4630168676376343
2000-05-03,1.446656346321106,0.1058540791273117,0.34914839267730713,1.4517087936401367
2000-05-04,1.4432295560836792,0.1058540791273117,0.3454739451408386,1.440766453742981
2000-05-05,1.446656346321106,0.1058540791273117,0.3454739451408386,1.459004282951355
2000-05-08,1.4482378959655762,0.10056164115667343,0.3454739451408386,1.440766453742981
2000-05-09,1.449555516242981,0.10056164115667343,0.3454739451408386,1.4225287437438965
2000-05-10,1.4234594106674194,0.10056164115667343,0.3454739451408386,1.459004282951355
2000-05-11,1.4002619981765747,0.10056164115667343,0.3454739451408386,1.415234088897705
2000-05-12,1.398680329322815,0.10056164115667343,0.3454739451408386,1.3969961404800415
2000-05-15,1.4234594106674194,0.10056164115667343,0.35282352566719055,1.4188815355300903
2000-05-16,1.4695894718170166,0.10056164115667343,0.35282352566719055,1.4553569555282593
2000-05-17,1.453245759010315,0.10056164115667343,0.35282352566719055,1.4838073253631592
2000-05-18,1.459836483001709,0.10056164115667343,0.33077412843704224,1.5137168169021606
2000-05-19,1.426885962486267,0.10056164115667343,0.33077412843704224,1.55019211769104
2000-05-22,1.3855000734329224,0.10056164115667343,0.32709962129592896,1.5137168169021606
2000-05-23,1.403688669204712,0.10056164115667343,0.32709962129592896,1.440766453742981
2000-05-24,1.3807553052902222,0.10056164115667343,0.32709962129592896,1.4225287437438965
2000-05-25,1.400525450706482,0.10056164115667343,0.32709962129592896,1.4225287437438965
2000-05-26,1.384182095527649,0.10056164115667343,0.32709962129592896,1.4480617046356201
2000-05-29,1.3970983028411865,0.10056164115667343,0.3289368748664856,1.440766453742981
2000-05-30,1.4013168811798096,0.10056164115667343,0.3289368748664856,1.5137168169021606
2000-05-31,1.3807553052902222,0.10056164115667343,0.3381238877773285,1.5253891944885254
2000-06-01,1.449819564819336,0.10056164115667343,0.3381238877773285,1.5356022119522095
2000-06-02,1.5323268175125122,0.10056164115667343,0.3344491422176361,1.5319546461105347
2000-06-05,1.5262645483016968,0.10056164115667343,0.3344491422176361,1.5684294700622559
2000-06-06,1.5262645483016968,0.10056164115667343,0.3344491422176361,1.5684294700622559
2000-06-07,1.6459405422210693,0.10056164115667343,0.34914839267730713,1.5538398027420044
2000-06-08,1.6543755531311035,0.10056164115667343,0.3638482093811035,1.5684294700622559
2000-06-09,1.6541118621826172,0.10056164115667343,0.3638482093811035,1.6049048900604248
2000-06-12,1.6443580389022827,0.10056164115667343,0.3675226867198944,1.4991267919540405
2000-06-13,1.642777442932129,0.10056164115667343,0.3675226867198944,1.459004282951355
2000-06-14,1.624587893486023,0.10056164115667343,0.3675226867198944,1.4954792261123657
2000-06-15,1.625907063484192,0.10056164115667343,0.3675226867198944,1.477242112159729
2000-06-16,1.6575390100479126,0.10056164115667343,0.3675226867198944,1.5210121870040894
2000-06-19,1.6672922372817993,0.10056164115667343,0.3675226867198944,1.5866669416427612
2000-06-20,1.6773087978363037,0.10056164115667343,0.3675226867198944,1.6049048900604248
2000-06-21,1.6970789432525635,0.10056164115667343,0.3748724162578583,1.6413798332214355
2000-06-22,1.6970789432525635,0.10056164115667343,0.3748724162578583,1.6413798332214355
2000-06-23,1.6972765922546387,0.10056164115667343,0.3785473108291626,1.6413798332214355
2000-06-26,1.7298985719680786,0.10056164115667343,0.3785473108291626,1.6413798332214355
2000-06-27,1.7463735342025757,0.10056164115667343,0.3785473108291626,1.6413798332214355
2000-06-28,1.8089792728424072,0.10056164115667343,0.38589704036712646,1.6778546571731567
2000-06-29,1.7529628276824951,0.10056164115667343,0.38589704036712646,1.6592519283294678
2000-06-30,1.795798897743225,0.10056164115667343,0.422645628452301,1.6410146951675415
2000-07-03,1.8452248573303223,0.10056164115667343,0.422645628452301,1.6413798332214355
2000-07-04,1.8847649097442627,0.10056164115667343,0.422645628452301,1.6778546571731567
2000-07-05,1.8386348485946655,0.10056164115667343,0.422645628452301,1.6778546571731567
2000-07-06,1.8386348485946655,0.10056164115667343,0.422645628452301,1.7143298387527466
2000-07-07,1.7677907943725586,0.10056164115667343,0.422645628452301,1.7146944999694824
2000-07-10,1.7743809223175049,0.10056164115667343,0.4410199820995331,1.7216250896453857
2000-07-11,1.68871009349823,0.10056164115667343,0.4410199820995331,1.6559696197509766
2000-07-12,1.663997769355774,0.10056164115667343,0.459394246339798,1.659617304801941
2000-07-13,1.5961194038391113,0.10056164115667343,0.459394246339798,1.6340845823287964
2000-07-14,1.6310464143753052,0.10056164115667343,0.47813987731933594,1.557486891746521
2000-07-17,1.6310464143753052,0.10056164115667343,0.5145355463027954,1.7336615324020386
2000-07-18,1.6145716905593872,0.10056164115667343,0.5145355463027954,1.6778546571731567
2000-07-19,1.6376370191574097,0.10056164115667343,0.529235303401947,1.6778546571731567
2000-07-20,1.7266032695770264,0.10056164115667343,0.529235303401947,1.6413798332214355
2000-07-21,1.6969479322433472,0.10056164115667343,0.529235303401947,1.665088415145874
2000-07-24,1.6804723739624023,0.10056164115667343,0.529235303401947,1.6960928440093994
2000-07-25,1.591506004333496,0.10056164115667343,0.529235303401947,1.7139650583267212
2000-07-26,1.6063337326049805,0.10056164115667343,0.529235303401947,1.7143298387527466
2000-07-27,1.581291913986206,0.10056164115667343,0.529235303401947,1.6960928440093994
2000-07-28,1.5223100185394287,0.10056164115667343,0.4888116419315338,1.623141884803772
2000-07-31,1.542739748954773,0.10056164115667343,0.5145355463027954,1.623141884803772
2000-08-01,1.499245285987854,0.10056164115667343,0.5145355463027954,1.623141884803772
